DEPTH,RHOB,DT,GR,AI,AI_REL,PHIE,MD,VP
940.8,2188.3237,422.9089,44.9327,5174451.0,100827.2422,0.2886,940.8,12883919.638500001
940.95,2194.8784,425.3141,44.788,5161088.0,100827.2422,0.2845,940.95,12957194.056499999
941.1,2187.8364,432.6371,45.0166,5057033.5,100827.2422,0.2889,941.1,13180289.2515
941.2501,2199.2468,436.9767,45.3191,5032888.5,100827.2422,0.2817,941.2501,13312495.1655
941.4,2207.0701,439.3871,46.8923,5023065.5,100827.2422,0.2769,941.4,13385928.0015
941.55,2204.0659,436.8632,49.0641,5045473.5,100827.2422,0.2787,941.55,13309037.388
941.7,2216.8496,430.5345,49.4545,5149214.5,100827.2422,0.2707,941.7,13116233.542499999
941.85,2221.7817,425.5637,49.5596,5220817.0,100827.2422,0.2677,941.85,12964798.1205
942.0001,2226.488,423.9587,49.5533,5251663.0,100827.2422,0.2647,942.0001,12915901.795500001
942.15,2229.1079,423.2265,50.3183,5266973.5,100827.2422,0.2631,942.15,12893595.3225
942.3,2245.5977,421.4686,50.5427,5328026.5,100827.2422,0.2528,942.3,12840040.899
942.45,2258.813,422.3085,50.7208,5348863.0,100827.2422,0.2445,942.45,12865628.452499999
942.6,2236.9343,427.4973,52.4993,5232639.0,101152.2812,0.2581,942.6,13023705.2445
942.7501,2250.1938,431.6237,53.1462,5213351.0,107414.9766,0.2499,942.7501,13149416.020499999
942.9,2237.2632,434.4023,53.4366,5150222.0,142604.4375,0.2579,942.9,13234066.069500001
943.05,2230.4709,436.6963,53.4317,5107608.0,142604.4375,0.2622,943.05,13303952.7795
943.2,2232.79,434.3873,53.2904,5140101.5,142604.4375,0.2607,943.2,13233609.0945
943.35,2254.1057,430.7819,53.1251,5232591.0,142604.4375,0.2474,943.35,13123770.5835
943.5001,2268.1001,431.0302,52.5391,5262044.5,142604.4375,0.2387,943.5001,13131335.043
943.65,2262.7705,431.7701,52.2947,5240684.5,142604.4375,0.2421,943.65,13153876.0965
943.8,2244.8171,434.1464,52.2915,5170659.0,142604.4375,0.2532,943.8,13226270.076000001
943.95,2244.3906,436.4521,51.218,5142359.0,142604.4375,0.2535,943.95,13296513.226499999
944.1,2214.6284,436.5594,52.2164,5072914.0,142604.4375,0.2721,944.1,13299782.121
944.2501,2221.6106,435.8266,52.8308,5097468.0,142604.4375,0.2678,944.2501,13277457.368999999
944.4,2236.3708,436.3661,53.0023,5124983.5,142604.4375,0.2585,944.4,13293893.2365
944.55,2231.6804,436.3588,53.6521,5114323.5,142604.4375,0.2614,944.55,13293670.841999998
944.7,2224.1716,434.8277,54.8177,5115065.0,142604.4375,0.2661,944.7,13247025.8805
944.85,2226.2727,435.0002,56.434,5117865.5,142604.4375,0.2648,944.85,13252281.093
945.0001,2226.1279,434.7867,58.3367,5120046.0,142604.4375,0.2649,945.0001,13245776.8155
945.15,2240.6382,435.811,58.6511,5141296.5,142604.4375,0.2558,945.15,13276982.115
945.3,2250.0735,436.5512,58.6511,5154200.0,142604.4375,0.2499,945.3,13299532.308
945.45,2241.2827,436.8222,54.6243,5130883.0,142604.4375,0.2554,945.45,13307788.323
945.6,2246.7205,437.0113,53.2255,5141102.5,142604.4375,0.2521,945.6,13313549.2545
945.7501,2254.8787,436.7039,52.9605,5163408.5,142604.4375,0.247,945.7501,13304184.3135
945.9,2250.3518,435.961,51.5642,5161816.0,142604.4375,0.2498,945.9,13281551.865
946.05,2236.5676,435.1879,50.3823,5139306.0,142604.4375,0.2584,946.05,13257999.3735
946.2,2244.3291,435.0318,50.0982,5158998.5,142604.4375,0.2535,946.2,13253243.786999999
946.35,2244.9688,434.1418,50.0935,5171050.0,142604.4375,0.2531,946.35,13226129.936999999
946.5001,2234.5291,432.7255,50.0935,5163840.5,142604.4375,0.2597,946.5001,13182982.3575
946.65,2235.4363,430.7183,50.0935,5190072.0,147120.1562,0.2591,946.65,13121833.0095
946.8,2237.2532,429.0431,50.0935,5214530.0,150795.125,0.258,946.8,13070798.0415
946.95,2253.313,427.5547,50.902,5270300.5,151571.0,0.2479,946.95,13025453.935500002
947.1,2253.4133,426.7769,50.5223,5280068.0,151571.0,0.2479,947.1,13001758.2585
947.2501,2254.7659,426.8776,49.586,5281991.5,151571.0,0.247,947.2501,13004826.083999999
947.4,2262.0061,427.2545,48.8415,5294282.5,151571.0,0.2425,947.4,13016308.3425
947.55,2260.0728,427.3829,48.4248,5288168.5,151571.0,0.2437,947.55,13020220.0485
947.7,2244.6243,426.523,48.1667,5262580.0,151571.0,0.2533,947.7,12994023.195
947.85,2230.9866,426.1279,48.0086,5235492.0,151571.0,0.2619,947.85,12981986.4735
948.0001,2232.9434,426.8553,48.0086,5231142.0,151571.0,0.2607,948.0001,13004146.7145
948.15,2233.2402,427.3528,48.8892,5225754.5,151571.0,0.2605,948.15,13019303.052
948.3,2238.4014,427.1681,50.6722,5240109.5,151571.0,0.2573,948.3,13013676.1665
948.45,2253.2175,426.1657,51.649,5287227.0,151571.0,0.248,948.45,12983138.0505
948.6,2248.6389,425.4201,51.649,5285696.0,151571.0,0.2509,948.6,12960423.3465
948.7501,2226.3196,426.9279,50.6432,5214912.5,151571.0,0.2648,948.7501,13006358.4735
948.9,2214.4392,429.5118,48.5726,5155731.0,151571.0,0.2722,948.9,13085076.987
949.05,2214.3167,431.1473,47.2729,5135888.5,151571.0,0.2723,949.05,13134902.4945
949.2,2209.5452,431.6594,46.9267,5118720.5,151571.0,0.2753,949.2,13150503.621
949.35,2209.4082,430.3202,46.9267,5134406.0,151571.0,0.2754,949.35,13109704.893
949.5001,2212.1909,428.1703,47.6269,5166610.0,151571.0,0.2737,949.5001,13044208.1895
949.65,2200.947,428.1335,49.0019,5140908.5,151571.0,0.2807,949.65,13043087.0775
949.8,2196.3457,430.0205,49.4763,5107547.5,151571.0,0.2835,949.8,13100574.5325
949.95,2206.1174,429.1295,49.9375,5140941.5,151571.0,0.2775,949.95,13073430.2175
950.1,2217.3694,427.5554,50.0882,5186212.0,151571.0,0.2704,950.1,13025475.261
950.2501,2217.6611,425.001,50.4513,5217996.0,151571.0,0.2702,950.2501,12947655.465
950.4,2202.0334,422.9412,50.4726,5206483.0,151571.0,0.28,950.4,12884903.658
950.55,2199.2883,424.9538,50.5311,5175548.0,130849.2734,0.2817,950.55,12946217.517
950.7,2190.0803,429.2852,50.422,5101725.5,67543.2734,0.2874,950.7,13078173.617999999
950.85,2194.8232,431.1269,49.9674,5090929.5,67160.4922,0.2845,950.85,13134281.008499999
951.0001,2211.4473,430.1126,49.6119,5141550.5,67160.4922,0.2741,951.0001,13103380.359
951.15,2222.3101,430.5797,49.6119,5161206.5,67160.4922,0.2673,951.15,13117610.5605
951.3,2226.3005,431.1858,49.7024,5163212.5,67160.4922,0.2648,951.3,13136075.397
951.45,2230.4163,430.3855,50.2122,5182368.0,67160.4922,0.2622,951.45,13111694.257499998
951.6,2226.7253,430.7237,50.5309,5169762.5,67160.4922,0.2646,951.6,13121997.5205
951.7501,2215.9341,432.636,50.5309,5121936.5,67160.4922,0.2713,951.7501,13180255.74
951.9,2213.6304,432.5974,50.5162,5117062.5,67160.4922,0.2728,951.9,13179079.791
952.05,2229.9099,434.1687,50.3645,5136069.0,67160.4922,0.2626,952.05,13226949.4455
952.2,2240.3682,438.296,50.0302,5111544.5,67160.4922,0.256,952.2,13352687.64
952.35,2239.9189,436.8105,49.6644,5127926.0,67160.4922,0.2563,952.35,13307431.8825
952.5001,2260.3608,433.9198,49.6803,5209161.0,67160.4922,0.2435,952.5001,13219366.707
952.65,2235.0386,431.1561,50.0631,5183849.0,67160.4922,0.2594,952.65,13135170.5865
952.8,2214.5403,423.5143,50.2174,5228961.5,67160.4922,0.2722,952.8,12902363.1495
952.95,2191.6001,423.6801,51.3214,5172770.5,67160.4922,0.2865,952.95,12907414.2465
953.1,2210.8738,425.3225,51.4935,5198110.5,67160.4922,0.2745,953.1,12957449.9625
953.2501,2245.2693,427.7528,51.4946,5248980.0,67160.4922,0.253,953.2501,13031489.052
953.4,2238.7078,427.5002,50.2604,5236740.0,67160.4922,0.2571,953.4,13023793.593
953.55,2219.5605,425.528,49.2585,5216010.5,67160.4922,0.269,953.55,12963710.520000001
953.7,2233.2417,425.5856,46.3932,5247455.5,67160.4922,0.2604,953.7,12965465.304
953.85,2228.3718,424.292,45.9179,5251977.5,67160.4922,0.2635,953.85,12926055.78
954.0001,2218.8657,424.6493,44.8638,5225176.0,67160.4922,0.2694,954.0001,12936940.9245
954.15,2206.7075,426.4478,44.7409,5174652.0,67160.4922,0.2771,954.15,12991732.227
954.3,2197.7439,428.0576,44.7409,5134241.5,67160.4922,0.2827,954.3,13040774.784
954.45,2201.343,428.5085,45.8138,5137221.0,50497.6797,0.2804,954.45,13054511.4525
954.6,2186.3616,427.7863,46.0076,5110863.0,-2818.3364,0.2898,954.6,13032509.6295
954.7501,2185.2341,425.4697,46.0076,5136087.5,-12859.7637,0.2905,954.7501,12961934.4105
954.9,2195.542,426.3268,46.0076,5149898.0,-12859.7637,0.284,954.9,12988045.962
955.05,2208.7009,428.4588,47.1674,5154986.0,-12859.7637,0.2758,955.05,13052997.342
955.2,2204.1621,430.7884,47.1173,5116628.5,-12859.7637,0.2787,955.2,13123968.606
955.35,2211.092,432.9744,47.0065,5106747.5,-12859.7637,0.2743,955.35,13190565.096
955.5001,2198.696,432.3992,47.0065,5084854.0,-12859.7637,0.2821,955.5001,13173041.628
955.65,2200.0879,429.0115,46.3622,5128412.0,-12859.7637,0.2812,955.65,13069835.3475
955.8,2185.4058,425.8641,45.9706,5131664.5,-12859.7637,0.2904,955.8,12973949.8065
955.95,2179.6428,425.7891,44.2284,5119070.5,-12859.7637,0.294,955.95,12971664.9315
956.1,2182.7241,427.7254,44.4455,5103121.0,-12859.7637,0.2921,956.1,13030654.310999999
956.2501,2192.5955,431.9821,45.5696,5075751.5,-12859.7637,0.2859,956.2501,13160334.6765
956.4,2209.6199,436.2531,45.912,5064994.5,-12859.7637,0.2753,956.4,13290450.6915
956.55,2224.75,437.8583,46.776,5080976.5,-12859.7637,0.2658,956.55,13339353.1095
956.7,2222.0144,436.2639,47.2943,5093288.0,-12859.7637,0.2675,956.7,13290779.713499999
956.85,2204.0415,432.329,47.3039,5098077.5,-12859.7637,0.2787,956.85,13170902.985
957.0001,2197.2224,430.8174,47.302,5100124.5,-12859.7637,0.283,957.0001,13124852.091
957.15,2209.7285,432.3867,47.2932,5110514.0,-12859.7637,0.2752,957.15,13172660.8155
957.3,2229.6184,436.0104,46.441,5113707.0,-12859.7637,0.2627,957.3,13283056.836000001
957.45,2240.2649,436.8983,45.0678,5127706.0,-12859.7637,0.2561,957.45,13310106.7095
957.6,2239.2949,433.2644,44.0646,5168558.5,-12859.7637,0.2567,957.6,13199399.946
957.7501,2235.5232,428.4494,43.6832,5217860.0,-12859.7637,0.259,957.7501,13052710.971
957.9,2233.46,425.1387,43.6832,5253502.5,-12859.7637,0.2603,957.9,12951850.495499998
958.05,2239.5051,426.3111,44.9706,5253271.5,-12859.7637,0.2566,958.05,12987567.6615
958.2,2237.6729,431.0945,46.5626,5191042.5,-12859.7637,0.2577,958.2,13133293.942499999
958.35,2230.4465,436.3799,47.0108,5111359.5,-14681.2637,0.2622,958.35,13294313.6535
958.5001,2236.0552,441.0063,47.1402,5070454.5,-18748.7598,0.2587,958.5001,13435256.9295
958.65,2228.5383,442.676,47.1366,5034217.0,-21141.8555,0.2634,958.65,13486124.34
958.8,2216.7256,440.5332,47.6777,5031954.5,-21141.8555,0.2708,958.8,13420843.938000001
958.95,2217.4734,437.3513,47.5157,5070369.0,-21141.8555,0.2703,958.95,13323907.3545
959.1,2204.2363,432.9009,47.236,5091695.5,-21141.8555,0.2786,959.1,13188325.918499999
959.2501,2182.469,429.0969,47.469,5086284.0,-21141.8555,0.2922,959.2501,13072437.0585
959.4,2191.4517,427.6313,47.7107,5124626.0,-21141.8555,0.2866,959.4,13027787.5545
959.55,2195.1201,430.6665,47.236,5097282.5,-21141.8555,0.2843,959.55,13120254.9225
959.7,2187.8225,434.9002,47.1127,5030634.0,-21141.8555,0.2889,959.7,13249234.593
959.85,2197.5759,436.7754,46.8064,5031348.5,-21141.8555,0.2828,959.85,13306362.560999999
960.0001,2218.6445,438.1218,46.8064,5064058.0,-21141.8555,0.2696,960.0001,13347380.637
960.15,2240.3071,435.6507,46.9512,5142531.0,-21141.8555,0.2561,960.15,13272098.575499998
960.3,2238.624,432.3505,47.505,5177795.5,-21141.8555,0.2571,960.3,13171557.9825
960.45,2246.7007,433.6252,48.1756,5181203.5,-21141.8555,0.252,960.45,13210391.718
960.6,2240.241,432.6033,49.5023,5178520.5,-21141.8555,0.2561,960.6,13179259.5345
960.7501,2232.8647,429.7251,49.5023,5196110.5,-21141.8555,0.2607,960.7501,13091575.1715
960.9,2231.6975,425.6461,49.5023,5243086.5,-21141.8555,0.2614,960.9,12967308.4365
961.05,2218.8794,422.307,49.4879,5254214.0,-21141.8555,0.2694,961.05,12865582.755
961.2,2230.8015,421.4614,49.4018,5293123.5,-21141.8555,0.262,961.2,12839821.551
961.35,2217.7908,425.6866,49.3699,5209932.0,-21141.8555,0.2701,961.35,12968542.269
961.5001,2217.5081,428.1539,49.1074,5179255.5,-21141.8555,0.2703,961.5001,13043708.5635
961.65,2207.2747,430.1058,47.8089,5131936.5,-21141.8555,0.2767,961.65,13103173.196999999
961.8,2199.7979,428.2508,47.0865,5136705.0,-21141.8555,0.2814,961.8,13046660.622000001
961.95,2196.4192,428.3177,47.0429,5128011.5,-21141.8555,0.2835,961.95,13048698.7305
962.1,2213.9541,429.019,46.1859,5160499.5,-21141.8555,0.2726,962.1,13070063.835
962.2501,2238.6462,431.969,47.1027,5182422.5,-21455.6172,0.2571,962.2501,13159935.584999999
962.4,2256.2002,432.2399,48.2548,5219787.5,-43824.9648,0.2461,962.4,13168188.553499999
962.55,2251.7,432.7336,48.8222,5203432.0,-51445.7266,0.2489,962.55,13183229.124
962.7,2247.752,433.1756,48.8222,5189009.0,-51445.7266,0.2514,962.7,13196694.654
962.85,2248.0867,434.137,49.4404,5178289.5,-51445.7266,0.2512,962.85,13225983.705
963.0001,2219.9683,435.983,50.4553,5091886.5,-51445.7266,0.2687,963.0001,13282222.095
963.15,2208.6101,438.8712,50.5036,5032503.5,-51445.7266,0.2759,963.15,13370211.108
963.3,2217.1028,439.014,49.3193,5050186.5,-51445.7266,0.2706,963.3,13374561.51
963.45,2221.7993,437.6189,49.4497,5077026.0,-51445.7266,0.2677,963.45,13332059.7885
963.6,2220.6038,434.7397,49.2458,5107915.5,-51445.7266,0.2684,963.6,13244344.9605
963.7501,2226.3396,431.676,49.2167,5157473.5,-51445.7266,0.2647,963.7501,13151009.34
963.9,2222.7598,428.7839,49.1792,5183889.5,-51445.7266,0.267,963.9,13062901.513500001
964.05,2215.1111,427.5388,49.1728,5181074.0,-51445.7266,0.2718,964.05,13024969.542
964.2,2244.6482,427.9145,48.4086,5245536.0,-51445.7266,0.2533,964.2,13036415.2425
964.35,2254.5691,431.2904,48.182,5227553.5,-51445.7266,0.2471,964.35,13139262.035999998
964.5001,2243.1765,435.4263,48.166,5151815.5,-51445.7266,0.2542,964.5001,13265262.229500001
964.65,2225.0674,438.9145,48.2301,5069590.5,-51445.7266,0.2656,964.65,13371530.2425
964.8,2225.2622,439.5835,49.8611,5062206.5,-51445.7266,0.2655,964.8,13391911.3275
964.95,2204.7427,438.9626,50.3692,5022601.0,-51445.7266,0.2783,964.95,13372995.609000001
965.1,2197.8813,436.8849,50.4925,5030839.0,-51445.7266,0.2825,965.1,13309698.478500001
965.2501,2204.4509,432.8376,50.4178,5093187.0,-51445.7266,0.2785,965.2501,13186397.484000001
965.4,2206.2371,429.7768,50.2052,5133481.5,-51445.7266,0.2774,965.4,13093150.212
965.55,2216.5115,429.5923,49.7667,5159559.0,-51445.7266,0.2709,965.55,13087529.4195
965.7,2224.1016,431.606,49.5947,5153113.0,-51445.7266,0.2662,965.7,13148876.79
965.85,2235.2324,433.5202,49.5947,5155992.0,-51445.7266,0.2593,965.85,13207192.893
966.0001,2235.4058,437.4815,52.2137,5109947.0,-51445.7266,0.2591,966.0001,13327873.897499999
966.15,2234.0571,438.9578,53.7293,5089464.5,-55044.1211,0.26,966.15,13372849.377
966.3,2245.9014,437.9187,53.7293,5128617.5,-120977.8203,0.2526,966.3,13341193.1955
966.45,2252.2197,436.5309,52.4348,5159371.5,-163409.5625,0.2486,966.45,13298913.8685
966.6,2239.1321,435.2863,50.9698,5144022.0,-163409.5625,0.2568,966.6,13260997.1295
966.7501,2240.231,434.2525,49.9943,5158854.0,-163409.5625,0.2561,966.7501,13229502.4125
966.9,2247.626,432.2675,48.9752,5199667.0,-163409.5625,0.2514,966.9,13169029.3875
967.05,2244.8828,429.7866,48.1589,5223274.0,-163409.5625,0.2532,967.05,13093448.769000001
967.2,2239.6516,430.0822,47.869,5207572.5,-163409.5625,0.2565,967.2,13102454.223
967.35,2241.116,432.2208,47.6771,5185115.0,-163409.5625,0.2555,967.35,13167606.672
967.5001,2248.1995,433.8531,47.475,5181946.5,-163409.5625,0.2511,967.5001,13217334.691499999
967.65,2248.3848,436.0989,47.9355,5155756.5,-163409.5625,0.251,967.65,13285752.9885
967.8,2247.9167,437.6373,48.9216,5136485.5,-163409.5625,0.2513,967.8,13332620.3445
967.95,2252.1067,436.7543,51.0954,5156488.5,-163409.5625,0.2487,967.95,13305719.7495
968.1,2251.4233,435.291,53.2761,5172222.5,-163409.5625,0.2491,968.1,13261140.315
968.2501,2241.9712,434.7561,53.2761,5156859.0,-163409.5625,0.255,968.2501,13244844.5865
968.4,2238.5869,435.08,52.4086,5145231.0,-163409.5625,0.2572,968.4,13254712.2
968.55,2241.8247,435.7508,50.9427,5144782.5,-163409.5625,0.2551,968.55,13275148.122000001
968.7,2228.9592,437.2726,50.922,5097439.0,-163409.5625,0.2632,968.7,13321509.759
968.85,2214.1633,437.9771,50.922,5055433.0,-163409.5625,0.2724,968.85,13342972.3515
969.0001,2215.6292,438.5964,50.922,5051636.5,-163409.5625,0.2715,969.0001,13361839.326000001
969.15,2218.1001,439.2643,50.7858,5049580.0,-163409.5625,0.2699,969.15,13382186.8995
969.3,2220.1184,439.818,50.7186,5047809.0,-163409.5625,0.2686,969.3,13399055.37
969.45,2223.8582,440.7827,51.3885,5045272.5,-163409.5625,0.2663,969.45,13428444.9555
969.6,2222.7646,442.4223,51.4092,5024074.0,-163409.5625,0.267,969.6,13478395.3695
969.7501,2230.3792,443.9744,51.4723,5023679.0,-163409.5625,0.2623,969.7501,13525680.096
969.9,2227.405,445.4919,51.4723,4999898.5,-163409.5625,0.2642,969.9,13571910.7335
970.05,2229.1194,448.338,51.1406,4972047.5,-169707.2188,0.263,970.05,13658617.17
970.2,2223.4517,452.6287,49.5896,4912431.0,-202130.25,0.2665,970.2,13789333.3455
970.35,2216.4019,457.3048,48.6086,4846692.5,-233723.7812,0.271,970.35,13931790.732
970.5001,2231.637,460.8947,48.6086,4842036.5,-233723.7812,0.2615,970.5001,14041157.0355
970.65,2252.9875,458.0956,48.7668,4918185.5,-233723.7812,0.2481,970.65,13955882.454
970.8,2256.4624,455.7362,49.794,4951242.0,-233723.7812,0.2459,970.8,13884003.333
970.95,2246.5901,453.6372,49.8154,4952509.0,-233723.7812,0.2521,970.95,13820057.298
971.1,2263.4558,448.8655,50.0994,5042615.0,-233723.7812,0.2416,971.1,13674687.4575
971.2501,2255.5366,448.9665,51.1944,5023846.0,-233723.7812,0.2465,971.2501,13677764.4225
971.4,2239.7271,449.7277,51.2176,4980210.0,-233723.7812,0.2564,971.4,13700954.3805
971.55,2219.7336,452.4808,51.2316,4905694.5,-233723.7812,0.2689,971.55,13784827.571999999
971.7,2240.2876,455.848,51.5658,4914560.5,-233723.7812,0.2561,971.7,13887409.32
971.85,2265.301,453.606,51.5658,4993987.5,-233723.7812,0.2404,971.85,13819106.79
972.0001,2279.8,449.8455,51.5658,5067962.5,-233723.7812,0.2314,972.0001,13704543.1575
972.15,2255.3501,448.3204,51.1471,5030665.0,-233723.7812,0.2467,972.15,13658080.986
972.3,2243.5173,449.1974,50.8989,4994504.0,-233723.7812,0.254,972.3,13684798.791000001
972.45,2236.2871,451.8419,50.8304,4949279.5,-233723.7812,0.2585,972.45,13765363.4835
972.6,2238.1775,454.1104,50.1865,4928713.0,-233723.7812,0.2574,972.6,13834473.336000001
972.7501,2242.563,452.1099,48.3839,4960228.5,-233723.7812,0.2546,972.7501,13773528.1035
972.9,2249.1133,447.6756,48.2443,5024035.0,-233723.7812,0.2506,972.9,13638437.154
973.05,2245.769,445.8795,48.2443,5036720.5,-233723.7812,0.2526,973.05,13583718.9675
973.2,2229.542,446.3908,49.6286,4994606.0,-233723.7812,0.2628,973.2,13599295.722000001
973.35,2213.8755,449.2593,51.2062,4927892.0,-233723.7812,0.2726,973.35,13686684.5745
973.5001,2222.7266,452.8762,51.4719,4908036.5,-233723.7812,0.267,973.5001,13796873.433
973.65,2233.7021,453.3882,51.4814,4926689.0,-233723.7812,0.2602,973.65,13812471.513
973.8,2241.9282,452.4823,51.431,4954741.5,-233723.7812,0.255,973.8,13784873.2695
973.95,2253.4822,450.9889,50.1253,4996783.5,-202136.0,0.2478,973.95,13739376.8385
974.1,2279.3687,448.9044,48.0294,5077702.0,-156889.9531,0.2316,974.1,13675872.546
974.2501,2284.3196,446.9091,47.4795,5111388.0,-146768.375,0.2285,974.2501,13615085.731500002
974.4,2268.7493,444.1917,47.4583,5107576.0,-146768.375,0.2383,974.4,13532300.140500002
974.55,2269.3015,440.6465,47.5249,5150041.0,-146768.375,0.238,974.55,13424295.6225
974.7,2261.9351,437.4259,47.7564,5171022.5,-146768.375,0.2425,974.7,13326180.0435
974.85,2255.7559,434.638,48.3314,5189997.0,-146768.375,0.2464,974.85,13241246.67
975.0001,2233.8108,434.0122,49.3777,5146893.5,-146768.375,0.2602,975.0001,13222181.673
975.15,2214.8699,435.4568,50.3451,5086371.0,-146768.375,0.272,975.15,13266191.412
975.3,2210.3655,435.96,50.6284,5070111.5,-146768.375,0.2747,975.3,13281521.399999999
975.45,2210.7202,435.4756,50.6284,5076568.5,-146768.375,0.2745,975.45,13266764.154
975.6,2210.4612,434.4508,50.728,5087952.0,-146768.375,0.2747,975.6,13235543.622000001
975.7501,2224.8286,434.2089,51.2025,5123856.0,-146768.375,0.2657,975.7501,13228174.138500001
975.9,2223.4331,435.1364,52.0985,5109780.0,-146768.375,0.2666,975.9,13256430.425999999
976.05,2222.0232,436.3985,52.5275,5091723.5,-146768.375,0.2675,976.05,13294880.3025
976.2,2234.2285,437.6502,52.2413,5105043.0,-146768.375,0.2599,976.2,13333013.343
976.35,2245.7678,437.6061,52.0164,5131961.5,-146768.375,0.2527,976.35,13331669.8365
976.5001,2253.8298,437.0421,52.0164,5157010.0,-146768.375,0.2476,976.5001,13314487.5765
976.65,2246.7786,437.4568,50.7004,5136030.5,-146768.375,0.252,976.65,13327121.412
976.8,2236.3103,439.347,48.9744,5090140.5,-146768.375,0.2586,976.8,13384706.354999999
976.95,2227.2876,441.701,47.9713,5042584.0,-146768.375,0.2642,976.95,13456420.965
977.1,2219.1931,442.3822,47.4187,5016465.0,-146768.375,0.2692,977.1,13477173.723000001
977.2501,2222.8274,441.2848,47.8941,5037205.5,-146768.375,0.267,977.2501,13443741.432
977.4,2230.1011,439.3217,48.5366,5076297.0,-146768.375,0.2625,977.4,13383935.5905
977.55,2239.4617,436.9359,48.6339,5125459.5,-146768.375,0.2566,977.55,13311252.193500001
977.7,2243.8997,433.6276,48.9417,5174821.0,-146768.375,0.2538,977.7,13210464.833999999
977.85,2247.0713,430.0093,49.3482,5225727.0,-104398.6797,0.2518,977.85,13100233.3245
978.0001,2259.2761,426.5844,49.3482,5296429.0,-18918.7051,0.2442,978.0001,12995893.746000001
978.15,2260.3254,422.9483,48.6944,5344201.0,12716.9844,0.2436,978.15,12885119.9595
978.3,2257.9385,422.0041,47.4996,5350521.5,12716.9844,0.245,978.3,12856354.9065
978.45,2265.5713,421.8837,47.4996,5370138.0,12716.9844,0.2402,978.45,12852686.9205
978.6,2258.7036,422.2006,48.1478,5349829.5,12716.9844,0.2445,978.6,12862341.279000001
978.7501,2266.4668,422.652,49.9898,5362492.0,12716.9844,0.2397,978.7501,12876093.18
978.9,2264.8376,423.262,50.9259,5350916.5,12716.9844,0.2407,978.9,12894676.83
979.05,2256.2166,424.2655,50.9259,5317980.0,12716.9844,0.2461,979.05,12925248.4575
979.2,2227.9524,425.0054,50.2444,5242174.5,12716.9844,0.2638,979.2,12947789.511
979.35,2231.4482,424.9724,48.0218,5250811.5,12716.9844,0.2616,979.35,12946784.166
979.5001,2235.5779,424.3925,47.7975,5267710.5,12716.9844,0.259,979.5001,12929117.5125
979.65,2227.1665,422.9384,47.7975,5265945.0,12716.9844,0.2643,979.65,12884818.356
979.8,2221.6169,421.5443,47.7975,5270207.5,12716.9844,0.2677,979.8,12842347.0995
979.95,2221.6006,423.8782,47.7869,5241151.5,12716.9844,0.2677,979.95,12913449.363
980.1,2215.9172,425.2817,47.7231,5210449.5,12716.9844,0.2713,980.1,12956206.9905
980.2501,2244.3191,426.2539,47.4699,5265216.5,12716.9844,0.2535,980.2501,12985825.0635
980.4,2246.8594,426.6561,46.0463,5266208.5,12716.9844,0.2519,980.4,12998078.0865
980.55,2245.3789,425.6047,46.0463,5275756.0,12716.9844,0.2529,980.55,12966047.1855
980.7,2256.8882,424.1605,46.0463,5320839.5,12716.9844,0.2457,980.7,12922049.6325
980.85,2257.7864,425.5383,46.0725,5305719.5,12716.9844,0.2452,980.85,12964024.3095
981.0001,2256.7712,424.6333,46.478,5314639.5,12716.9844,0.2457,981.0001,12936453.4845
981.15,2268.4702,423.7044,47.2617,5353898.5,12716.9844,0.2385,981.15,12908154.546
981.3,2273.0806,423.559,47.2788,5366619.5,12716.9844,0.2356,981.3,12903724.935
981.45,2250.3,421.8947,48.4973,5333795.5,12716.9844,0.2498,981.45,12853022.0355
981.6,2242.5,420.7605,48.6079,5329636.0,12716.9844,0.2547,981.6,12818468.632499998
981.7501,2239.4402,419.3335,50.2383,5340476.5,12716.9844,0.2566,981.7501,12774995.0775
981.9,2251.7781,419.3937,50.6301,5369127.0,16973.5566,0.2489,981.9,12776829.070500001
982.05,2268.793,420.7373,50.6427,5392418.0,90098.5781,0.2383,982.05,12817761.8445
982.2,2286.406,422.4538,50.6427,5412198.0,93647.9453,0.2272,982.2,12870055.017
982.35,2282.2625,425.3773,50.5128,5365294.5,93647.9453,0.2298,982.35,12959119.4445
982.5001,2241.9897,424.3221,50.1642,5283674.5,93647.9453,0.255,982.5001,12926972.7765
982.65,2238.3433,423.2145,50.1296,5288913.5,93647.9453,0.2573,982.65,12893229.7425
982.8,2255.8694,422.2872,49.5299,5342040.0,93647.9453,0.2464,982.8,12864979.548
982.95,2267.7881,422.3471,49.443,5369488.0,93647.9453,0.2389,982.95,12866804.4015
983.1,2266.7117,423.9721,47.7044,5346388.5,93647.9453,0.2396,983.1,12916310.0265
983.2501,2259.9968,423.8314,47.2441,5332299.5,93647.9453,0.2438,983.2501,12912023.601
983.4,2263.8655,422.2935,47.2171,5360906.0,93647.9453,0.2414,983.4,12865171.4775
983.55,2253.7554,421.2866,47.3412,5349689.0,93647.9453,0.2477,983.55,12834496.269000001
983.7,2255.4421,420.8913,47.9742,5358730.0,93647.9453,0.2466,983.7,12822453.4545
983.85,2260.5239,419.486,49.0473,5388821.0,93647.9453,0.2434,983.85,12779640.99
984.0001,2247.7319,419.2741,49.5277,5361014.5,93647.9453,0.2514,984.0001,12773185.4565
