DEPTH,RHOB,DT,GR,AI,AI_REL,PHIE,MD,VP
454.05,1869.4594,502.0243,31.0013,3724347.25,293311.3125,,454.05,15294170.2995
454.2,1892.5459,519.3456,28.029,3645010.75,293311.3125,,454.2,15821863.704
454.35,1893.282,533.8058,26.5475,3546976.5,293311.3125,,454.35,16262393.696999999
454.5,1853.0868,539.5108,26.5475,3435154.25,326028.25,,454.5,16436196.522
454.65,1787.766,541.2979,26.9837,3302564.25,425636.3438,,454.65,16490640.523500001
454.8,1741.4293,530.3705,28.1879,3284133.0,496225.75,,454.8,16157737.2825
454.95,1703.3878,514.0101,30.934,3313687.5,496225.75,,454.95,15659317.6965
455.1,1660.6295,507.5422,37.0272,3272488.25,496225.75,,455.1,15462273.123
455.25,1714.0525,500.8553,38.8398,3422071.25,496225.75,,455.25,15258556.7145
455.4,1797.0077,504.302,39.5129,3563205.5,496225.75,,455.4,15363560.430000002
455.55,1841.0376,507.8911,39.6461,3624862.25,496225.75,,455.55,15472902.3615
455.7,1813.3601,506.344,40.0122,3581170.5,496225.75,,455.7,15425769.959999999
455.85,1744.6104,504.8118,39.4741,3455956.0,496225.75,,455.85,15379091.487
456.0,1781.683,507.6092,39.2081,3510426.75,496225.75,,456.0,15464314.277999999
456.15,1772.4512,522.7672,38.2875,3391109.0,496225.75,,456.15,15926102.748
456.3,1712.606,535.3231,35.3322,3199732.0,496225.75,,456.3,16308618.241499998
456.45,1566.1912,542.5995,31.7952,2886763.25,496225.75,,456.45,16530293.767500002
456.6,1467.9777,547.6204,31.7952,2680742.25,496225.75,,456.6,16683255.486000001
456.75,1512.6398,542.526,31.8855,2788269.5,496225.75,,456.75,16528054.589999998
456.9,1596.8076,538.3495,32.8353,2966019.0,496225.75,,456.9,16400817.517500002
457.05,1711.0792,542.0164,32.8353,3156895.75,496225.75,,457.05,16512529.626
457.2,1697.142,546.0346,32.7504,3108111.5,496225.75,,457.2,16634944.088999998
457.35,1624.6687,544.7009,30.6407,2982653.0,496225.75,,457.35,16594312.9185
457.5,1565.2279,535.7307,27.8574,2921669.0,496225.75,,457.5,16321035.7755
457.65,1583.6001,537.4774,27.8574,2946356.75,496225.75,,457.65,16374248.991
457.8,1561.6439,542.8662,27.8574,2876668.75,496225.75,,457.8,16538418.783000002
457.95,1570.9435,554.29,30.1194,2834178.0,496225.75,,457.95,16886444.849999998
458.1,1637.0643,572.7094,32.9441,2858422.0,496225.75,,458.1,17447591.871
458.25,1730.4943,569.7338,36.1863,3037439.0,496225.75,,458.25,17356940.217
458.4,1847.1132,553.9974,40.62,3334789.25,504767.5625,,458.4,16877530.790999997
458.55,1950.7244,541.7411,43.0372,3601312.5,583267.5,,458.55,16504142.611499999
458.7,2016.2515,535.3116,47.2368,3766671.5,590634.1875,,458.7,16308267.894
458.85,2055.5659,535.9872,52.3249,3835085.5,590634.1875,,458.85,16328850.048
459.0,2067.8008,537.6545,58.1043,3845964.5,590634.1875,,459.0,16379644.3425
459.15,2069.0,532.3771,59.6006,3886417.75,590634.1875,,459.15,16218868.3515
459.3,2059.8308,528.3179,59.8584,3898853.25,590634.1875,,459.3,16095204.8235
459.45,2036.851,529.4157,59.8844,3847395.5,590634.1875,,459.45,16128649.3005
459.6,2020.7999,530.9739,59.7594,3805853.25,590634.1875,,459.6,16176119.863499999
459.75,2004.624,528.6179,58.4088,3792190.0,590634.1875,,459.75,16104344.323499998
459.9,2005.2942,524.4549,56.2864,3823644.25,590634.1875,,459.9,15977518.528499998
460.05,1906.7734,518.0779,55.7497,3679958.5,590634.1875,,460.05,15783243.2235
460.2,1855.6899,512.1254,55.096,3623488.75,590634.1875,,460.2,15601900.311
460.35,1849.2881,508.817,54.8584,3634503.0,590634.1875,,460.35,15501109.905
460.5,1837.9519,507.6266,54.8486,3620668.75,590634.1875,,460.5,15464844.368999999
460.65,1819.5311,510.1494,51.4384,3566776.0,590634.1875,,460.65,15541701.471
460.8,1801.9861,513.943,49.7427,3506293.75,590634.1875,,460.8,15657273.495
460.95,1787.6776,515.365,49.6734,3468764.0,590634.1875,,460.95,15700594.725
461.1,1786.3285,516.7275,49.6734,3457005.5,590634.1875,,461.1,15742103.2875
461.25,1816.7162,517.9351,49.6734,3507584.25,590634.1875,,461.25,15778892.821500001
461.4,1857.7339,518.8618,49.6734,3580369.5,590634.1875,,461.4,15807124.737
461.55,1855.792,520.3522,48.058,3566474.25,590634.1875,,461.55,15852529.773000002
461.7,1833.8237,522.3387,46.9516,3510842.75,590634.1875,,461.7,15913048.4955
461.85,1816.766,524.5756,46.9516,3463359.25,590634.1875,,461.85,15981195.654000001
462.0,1806.1926,527.6467,47.8823,3423171.0,590634.1875,,462.0,16074756.7155
462.15,1802.9098,530.6801,48.6537,3397379.75,590634.1875,,462.15,16167169.2465
462.3,1784.9967,532.3804,48.6537,3352891.0,553325.3125,,462.3,16218968.886
462.45,1747.4349,532.5726,47.6253,3281100.0,431732.0,,462.45,16224824.259
462.6,1710.2413,532.3852,45.2927,3212419.25,343169.8125,,462.6,16219115.118000003
462.75,1678.6144,533.3554,43.9094,3147333.0,343169.8125,,462.75,16248672.261000002
462.9,1654.53,535.9193,43.9094,3087355.25,343169.8125,,462.9,16326781.4745
463.05,1638.616,541.2863,43.9094,3027531.25,343169.8125,,463.05,16490287.1295
463.2,1617.4827,545.7107,43.9094,2963990.75,343169.8125,,463.2,16625076.475499999
463.35,1589.96,545.0076,44.1076,2917287.25,343169.8125,,463.35,16603656.534
463.5,1567.3257,543.7478,44.4049,2882441.5,343169.8125,,463.5,16565276.727
463.65,1560.8182,543.2755,44.2218,2872977.75,343169.8125,,463.65,16550888.107499998
463.8,1572.1019,543.1618,44.0821,2894355.75,343169.8125,,463.8,16547424.237
463.95,1597.0724,542.6901,44.5585,2942915.5,343169.8125,,463.95,16533053.8965
464.1,1653.3395,541.6247,44.9879,3052640.25,343169.8125,,464.1,16500596.485499999
464.25,1734.7249,540.4707,45.2824,3209709.75,343169.8125,,464.25,16465439.8755
464.4,1796.9791,539.5046,45.4835,3330826.75,343169.8125,,464.4,16436007.638999999
464.55,1826.8241,538.7701,45.788,3390729.75,343169.8125,,464.55,16413631.096499998
464.7,1822.0775,538.6486,45.6797,3382682.5,343169.8125,,464.7,16409929.599
464.85,1813.9148,538.4886,45.361,3368526.75,343169.8125,,464.85,16405055.199000001
465.0,1792.3358,538.0482,45.3762,3331156.75,343169.8125,,465.0,16391638.412999999
465.15,1750.9341,537.0648,45.4281,3260178.25,343169.8125,,465.15,16361679.132
465.3,1729.6917,535.1591,46.2563,3232084.5,343169.8125,,465.3,16303621.9815
465.45,1710.0332,531.2834,49.7085,3218702.5,343169.8125,,465.45,16185548.781000001
465.6,1705.3715,526.9128,49.7085,3236569.25,343169.8125,,465.6,16052398.451999998
465.75,1702.0272,521.8601,49.4771,3261486.0,343169.8125,,465.75,15898467.9465
465.9,1697.7874,517.4853,47.4467,3280849.5,343169.8125,,465.9,15765189.664500002
466.05,1688.6731,514.3545,42.6552,3283097.75,338781.8438,,466.05,15669809.842500001
466.2,1661.4917,515.5416,42.042,3222993.75,256537.1406,,466.2,15705974.844
466.35,1604.6718,522.9465,40.5744,3068755.75,-209277.6094,,466.35,15931565.1225
466.5,1513.6163,530.5419,36.2459,2853160.25,-209277.6094,,466.5,16162958.983500002
466.65,1401.5474,536.8113,36.2043,2610896.5,-209277.6094,,466.65,16353956.254499998
466.8,1357.9902,539.4284,35.286,2517461.75,-209277.6094,,466.8,16433686.206
466.95,1366.5531,542.9243,33.2073,2517023.0,-209277.6094,,466.95,16540188.7995
467.1,1377.8,546.4813,33.2073,2521220.75,-209277.6094,,467.1,16648552.8045
467.25,1376.8999,569.1125,31.6299,2419380.75,-209277.6094,,467.25,17338012.3125
467.4,1370.782,577.5859,28.2305,2373304.5,-209277.6094,,467.4,17596154.4435
467.55,1365.5757,594.3765,24.157,2297565.25,-209277.6094,,467.55,18107680.072499998
467.7,1367.2115,603.1465,22.3227,2266817.0,-209277.6094,,467.7,18374858.1225
467.85,1362.2593,608.6461,19.9985,2238195.75,-209277.6094,,467.85,18542403.4365
468.0,1361.1639,615.0638,18.3157,2213065.0,-209277.6094,,468.0,18737918.667
468.15,1361.3721,622.0578,18.1834,2188521.75,-209277.6094,,468.15,18950990.877
468.3,1356.5222,627.7298,18.1834,2161022.75,-209277.6094,,468.3,19123788.356999997
468.45,1356.5988,631.7989,18.3232,2147208.5,-209277.6094,,468.45,19247753.4885
468.6,1356.6147,637.082,20.6046,2129440.25,-209277.6094,,468.6,19408703.13
468.75,1360.0444,636.2479,22.6686,2137607.25,-209277.6094,,468.75,19383292.2735
468.9,1367.3149,635.7825,23.6131,2150602.5,-209277.6094,,468.9,19369113.8625
469.05,1370.3138,636.9254,25.0432,2151452.0,-209277.6094,,469.05,19403932.311
469.2,1371.4141,638.4692,27.7514,2147973.75,-209277.6094,,469.2,19450964.178
469.35,1367.5012,639.8346,29.8175,2137277.75,-209277.6094,,469.35,19492561.089
469.5,1384.7721,640.6612,30.2401,2161466.5,-209277.6094,,469.5,19517743.458
469.65,1409.7206,642.1008,30.2401,2195464.75,-381624.7812,,469.65,19561600.872
469.8,1415.7639,643.9944,30.0727,2198415.25,-568875.75,,469.8,19619289.396
469.95,1406.3242,648.0402,27.6607,2170175.25,-617319.75,,469.95,19742544.693
470.1,1370.0802,652.3282,26.7176,2100408.5,-617319.75,,470.1,19873178.613
470.25,1356.6521,653.8018,26.7079,2075020.25,-617319.75,,470.25,19918071.836999997
470.4,1360.5681,655.8238,26.7129,2074595.125,-617319.75,,470.4,19979672.067
470.55,1368.3799,656.6823,26.7176,2083778.75,-617319.75,,470.55,20005826.269500002
470.7,1376.2603,655.1565,26.7086,2100674.0,-617319.75,,470.7,19959342.7725
470.85,1380.679,658.5155,25.7547,2096697.0,-617319.75,,470.85,20061674.7075
471.0,1379.6398,661.0191,23.8373,2087140.0,-617319.75,,471.0,20137946.8815
471.15,1369.5745,660.5451,22.0434,2073395.5,-617319.75,,471.15,20123506.4715
471.3,1364.1802,661.0381,21.3994,2063695.0,-617319.75,,471.3,20138525.7165
471.45,1365.8069,662.6804,21.3994,2061036.0,-617319.75,,471.45,20188558.386
471.6,1366.0065,664.7745,20.7327,2054849.75,-617319.75,,471.6,20252355.1425
471.75,1364.1516,665.704,20.1497,2049186.375,-617319.75,,471.75,20280672.36
471.9,1362.037,664.5144,19.9135,2049675.375,-617319.75,,471.9,20244431.196000002
472.05,1360.3696,661.5938,19.6836,2056215.25,-617319.75,,472.05,20155455.117
472.2,1359.2686,659.7713,19.6836,2060212.0,-617319.75,,472.2,20099932.6545
472.35,1358.22,660.9283,20.0468,2055025.5,-617319.75,,472.35,20135180.659500003
472.5,1355.8153,663.205,20.5182,2044350.625,-617319.75,,472.5,20204540.325000003
472.65,1354.9099,661.0538,20.6577,2049714.25,-612025.0,,472.65,20139004.017
472.8,1359.7351,657.8177,20.8051,2067038.625,-584802.375,,472.8,20040416.230499998
472.95,1363.6949,661.7999,20.8135,2060611.375,-555462.5,,472.95,20161733.9535
473.1,1362.524,665.9712,20.8037,2045937.75,-555462.5,,473.1,20288812.608
473.25,1364.7362,667.9208,20.9967,2043269.0,-555462.5,,473.25,20348207.172
473.4,1367.4796,666.1121,21.2931,2052929.0,-555462.5,,473.4,20293105.126500003
473.55,1365.0297,664.4088,21.2952,2054501.375,-555462.5,,473.55,20241214.092
473.7,1361.9686,664.1874,21.6495,2050585.875,-555462.5,,473.7,20234469.141000003
473.85,1360.0516,666.3052,22.4165,2041188.375,-555462.5,,473.85,20298987.918
474.0,1357.3646,666.9228,22.374,2035266.625,-555462.5,,474.0,20317803.102
474.15,1360.8856,666.1118,22.2646,2043028.75,-555462.5,,474.15,20293095.987
474.3,1358.495,663.9946,22.3021,2045954.75,-555462.5,,474.3,20228595.489
474.45,1360.6567,660.7144,22.5447,2059386.375,-555462.5,,474.45,20128664.196
474.6,1363.672,657.6452,22.9659,2073573.125,-555462.5,,474.6,20035161.018000003
474.75,1362.8798,655.1857,22.9659,2080144.125,-555462.5,,474.75,19960232.3505
474.9,1361.7308,654.0084,22.6345,2082130.875,-555462.5,,474.9,19924365.906000003
475.05,1362.2166,655.153,21.1915,2079236.0,-555462.5,,475.05,19959236.145
475.2,1362.3829,656.8369,21.1257,2074158.375,-555462.5,,475.2,20010536.1585
475.35,1365.7335,659.1021,20.7628,2072112.375,-555462.5,,475.35,20079545.476499997
475.5,1366.4077,659.8716,20.7628,2070717.625,-555462.5,,475.5,20102988.294
475.65,1364.3698,659.1148,20.5992,2070002.75,-555462.5,,475.65,20079932.382
475.8,1358.3528,657.0903,19.1742,2067224.0,-529609.125,,475.8,20018255.989499997
475.95,1351.3961,657.153,18.5784,2056439.0,-256508.0,,475.95,20020166.145
476.1,1363.1371,657.9947,18.5784,2071653.0,-239246.4062,,476.1,20045808.535499997
476.25,1370.7751,659.1441,18.632,2079629.625,-239246.4062,,476.25,20080825.0065
476.4,1367.8081,660.4851,19.909,2070914.625,-239246.4062,,476.4,20121678.5715
476.55,1368.0974,661.4617,19.909,2068294.375,-239246.4062,,476.55,20151430.6905
476.7,1367.7,662.434,19.909,2064658.25,-239246.4062,,476.7,20181051.81
476.85,1366.1104,663.0062,19.3955,2060479.375,-239246.4062,,476.85,20198483.883
477.0,1364.348,663.0689,18.1437,2057626.375,-239246.4062,,477.0,20200394.0385
477.15,1364.684,663.1367,17.2254,2057922.75,-239246.4062,,477.15,20202459.565500002
477.3,1365.0787,662.7654,16.2873,2059671.25,-239246.4062,,477.3,20191147.911
477.45,1366.7682,662.2026,16.2368,2063973.0,-239246.4062,,477.45,20174002.209
477.6,1364.6167,661.265,16.2368,2063645.5,-239246.4062,,477.6,20145438.224999998
477.75,1357.342,660.384,16.8747,2055381.875,-239246.4062,,477.75,20118598.56
477.9,1357.2921,658.4057,17.5311,2061485.625,-239246.4062,,477.9,20058329.6505
478.05,1361.0404,656.6017,18.3516,2072858.875,-239246.4062,,478.05,20003370.7905
478.2,1360.9226,654.8102,19.7357,2078348.125,-239246.4062,,478.2,19948792.743
478.35,1361.3834,653.8744,22.1429,2082026.5,-239246.4062,,478.35,19920283.596
478.5,1363.2897,654.0762,22.8602,2084297.75,-239246.4062,,478.5,19926431.433
478.65,1367.3809,654.1248,24.306,2090397.75,-239246.4062,,478.65,19927912.032
478.8,1368.772,654.0406,26.2707,2092793.625,-239246.4062,,478.8,19925346.879
478.95,1372.1974,653.9088,29.1081,2098454.25,-161864.0312,,478.95,19921331.592
479.1,1386.9121,653.9044,33.6424,2120970.25,-92179.1562,,479.1,19921197.546
479.25,1435.5459,654.006,39.7122,2195000.75,-77072.1875,,479.25,19924292.79
479.4,1487.3241,654.1823,44.0879,2273557.5,-77072.1875,,479.4,19929663.769500002
479.55,1530.3915,654.4836,46.7625,2338312.25,-77072.1875,,479.55,19938842.874
479.7,1541.1949,655.4445,48.9568,2351377.0,-77072.1875,,479.7,19968116.6925
479.85,1533.6635,657.7123,49.6439,2331839.0,-77072.1875,,479.85,20037205.2195
480.0,1514.6189,656.6737,49.6439,2306474.75,-77072.1875,,480.0,20005564.2705
480.15,1491.8936,649.0585,47.8153,2298556.5,-77072.1875,,480.15,19773567.2025
480.3,1476.6538,638.7025,46.6893,2312038.75,-77072.1875,,480.3,19458071.662499998
480.45,1473.3099,628.0219,46.6123,2346137.0,-77072.1875,,480.45,19132687.1835
480.6,1480.3689,619.0927,46.1076,2391333.25,-77072.1875,,480.6,18860659.1055
480.75,1493.3441,614.0573,43.4479,2431978.75,-77072.1875,,480.75,18707255.644500002
480.9,1497.6276,608.1479,40.6256,2462689.5,-77072.1875,,480.9,18527225.773500003
481.05,1485.5543,599.9487,38.634,2476147.5,-77072.1875,,481.05,18277437.1455
481.2,1464.3105,588.8572,36.5629,2486799.25,-77072.1875,,481.2,17939534.598
481.35,1432.9802,574.5835,34.122,2493932.75,-77072.1875,,481.35,17504686.327499997
481.5,1412.026,560.2097,32.631,2520889.5,-77072.1875,,481.5,17066788.5105
481.65,1400.3967,552.3466,31.594,2535339.75,-77072.1875,,481.65,16827239.169
481.8,1385.6593,551.3671,29.2238,2513130.75,-77072.1875,,481.8,16797398.701500002
481.95,1384.051,551.7663,27.3018,2508396.25,-77072.1875,,481.95,16809560.3295
482.1,1385.6432,554.2612,26.9107,2500030.0,-77072.1875,,482.1,16885567.458
482.25,1381.5557,559.0251,27.024,2471449.75,-91086.9062,,482.25,17030699.671499997
482.4,1377.8987,566.6435,27.1847,2431909.5,-115990.375,,482.4,17262794.2275
482.55,1371.5247,575.3806,27.2289,2383806.25,-123527.7422,,482.55,17528969.979
482.7,1366.6829,582.7337,27.2989,2345408.0,-123527.7422,,482.7,17752982.1705
482.85,1364.0751,589.3471,27.2585,2314594.25,-123527.7422,,482.85,17954459.401499998
483.0,1362.9001,595.9177,26.8384,2287210.75,-123527.7422,,483.0,18154632.730499998
483.15,1363.3394,605.7309,26.0324,2250841.25,-123527.7422,,483.15,18453591.8685
483.3,1359.4899,613.3954,25.7914,2216410.5,-123527.7422,,483.3,18687090.861
483.45,1356.1167,620.245,25.8931,2186485.25,-123527.7422,,483.45,18895763.925
483.6,1359.8416,628.2605,26.5032,2164500.25,-123527.7422,,483.6,19139956.1325
483.75,1366.0645,636.4969,27.5604,2146281.0,-123527.7422,,483.75,19390878.0585
483.9,1368.6478,644.6525,28.0546,2123132.0,-123527.7422,,483.9,19639338.4125
484.05,1365.4935,650.912,28.5739,2097838.75,-123527.7422,,484.05,19830034.080000002
484.2,1361.4441,654.8201,28.4435,2079121.375,-123527.7422,,484.2,19949094.3465
484.35,1364.1454,658.8716,28.4761,2070433.75,-123527.7422,,484.35,20072523.294
484.5,1363.7603,661.7375,28.6492,2060883.375,-123527.7422,,484.5,20159832.9375
484.65,1364.8719,664.4034,28.7648,2054281.875,-123527.7422,,484.65,20241049.581
484.8,1364.7134,664.3262,28.4996,2054282.125,-123527.7422,,484.8,20238697.683
484.95,1368.2704,664.2706,28.8718,2059808.375,-123527.7422,,484.95,20237003.829
485.1,1372.3359,664.7061,29.2428,2064575.5,-123527.7422,,485.1,20250271.3365
485.25,1374.7007,664.9896,29.683,2067251.0,-123527.7422,,485.25,20258908.164
485.4,1391.3723,665.1495,29.683,2091818.75,-124209.5938,,485.4,20263779.5175
485.55,1437.9331,665.168,29.6049,2161759.25,-132466.9844,,485.55,20264343.12
485.7,1434.6736,664.8417,28.512,2157914.75,-138527.5312,,485.7,20254402.390499998
485.85,1414.879,662.8668,28.512,2134478.75,-138527.5312,,485.85,20194237.062
486.0,1387.933,658.2914,28.5227,2108386.25,-138527.5312,,486.0,20054847.501
486.15,1368.6006,649.9196,29.2988,2105799.5,-138527.5312,,486.15,19799800.614
486.3,1371.6,650.0479,29.315,2109998.25,-138527.5312,,486.3,19803709.2735
486.45,1369.0344,651.9104,29.315,2100035.0,-138527.5312,,486.45,19860450.336
486.6,1360.9752,652.355,29.2993,2086249.75,-138527.5312,,486.6,19873995.075
486.75,1363.9417,651.2064,28.8513,2094485.125,-138527.5312,,486.75,19839002.976
486.9,1364.8468,648.3636,27.4147,2105067.0,-138527.5312,,486.9,19752397.074
487.05,1361.8633,646.6877,27.1596,2105905.5,-138527.5312,,487.05,19701340.7805
487.2,1365.6807,647.8557,27.1243,2108001.0,-138527.5312,,487.2,19736923.9005
487.35,1372.0408,647.0629,27.1221,2120415.5,-138527.5312,,487.35,19712771.2485
487.5,1375.7698,644.1846,27.1221,2135685.0,-138527.5312,,487.5,19625083.839
487.65,1374.749,644.2639,27.4,2133829.5,-138527.5312,,487.65,19627499.7135
487.8,1376.3483,646.863,28.4526,2127731.25,-138527.5312,,487.8,19706681.295
487.95,1380.0074,651.0427,29.246,2119696.5,-138527.5312,,487.95,19834015.855499998
488.1,1374.327,652.744,29.8222,2105465.5,-138527.5312,,488.1,19885845.96
488.25,1368.6747,650.3576,29.9301,2104497.75,-138527.5312,,488.25,19813144.284
488.4,1367.2906,647.9235,30.4249,2110269.75,-138527.5312,,488.4,19738989.4275
488.55,1371.9888,646.3439,30.5806,2122697.0,-133810.1875,,488.55,19690866.9135
488.7,1363.6436,645.0198,30.5733,2114105.0,-59835.9336,,488.7,19650528.207000002
488.85,1358.1198,642.8506,29.9558,2112655.0,-35246.1445,,488.85,19584443.529
489.0,1361.723,640.4521,29.3143,2126203.75,-35246.1445,,489.0,19511373.2265
489.15,1363.1532,637.7502,27.9997,2137449.5,-35246.1445,,489.15,19429059.843
489.3,1361.8438,635.7714,27.4919,2142035.0,-35246.1445,,489.3,19368775.700999998
489.45,1366.5005,633.9479,27.4919,2155553.75,-35246.1445,,489.45,19313222.7735
489.6,1384.1703,632.3694,27.8385,2188885.0,-35246.1445,,489.6,19265133.771
489.75,1403.802,631.0423,28.7089,2224592.5,-35246.1445,,489.75,19224703.669499997
489.9,1401.5667,629.7376,29.5294,2225626.75,-35246.1445,,489.9,19184955.984
490.05,1385.8566,626.4619,30.3483,2212177.25,-35246.1445,,490.05,19085161.7835
490.2,1382.738,624.6281,31.1092,2213698.25,-35246.1445,,490.2,19029295.0665
490.35,1409.8918,625.5388,31.9244,2253843.75,-35246.1445,,490.35,19057039.542
490.5,1428.5892,627.597,32.3355,2276293.25,-35246.1445,,490.5,19119742.605
490.65,1419.111,628.2007,32.3355,2258999.75,-35246.1445,,490.65,19138134.3255
490.8,1403.9287,626.6483,31.5803,2240365.75,-35246.1445,,490.8,19090840.4595
490.95,1391.0127,623.3897,30.3147,2231361.0,-35246.1445,,490.95,18991567.2105
491.1,1372.7278,619.5447,29.4903,2215666.25,-35246.1445,,491.1,18874429.2855
491.25,1358.774,619.5605,28.4785,2193152.75,-35246.1445,,491.25,18874910.6325
491.4,1357.0732,623.9033,26.844,2175173.0,-35246.1445,,491.4,19007214.0345
491.55,1361.7729,627.7928,25.681,2169135.0,-35246.1445,,491.55,19125707.652000003
491.7,1367.6732,628.5483,25.3702,2175925.5,-35246.1445,,491.7,19148723.9595
491.85,1363.2769,624.7899,25.2372,2182006.5,-8230.4043,,491.85,19034224.3035
492.0,1357.7394,622.1016,25.3285,2182528.0,35265.0977,,492.0,18952325.244
492.15,1357.9495,627.0954,25.6986,2165512.25,41566.5391,,492.15,19104461.361
492.3,1357.8398,633.344,26.8926,2143969.5,41566.5391,,492.3,19294824.96
492.45,1360.147,638.4067,28.3304,2130531.5,41566.5391,,492.45,19449060.1155
492.6,1364.5564,641.3868,28.3304,2127518.0,41566.5391,,492.6,19539848.862
492.75,1362.1687,643.1409,27.9295,2117995.75,41566.5391,,492.75,19593287.5185
492.9,1363.4799,645.3836,27.0514,2112680.25,41566.5391,,492.9,19661611.374
493.05,1366.968,650.3696,27.0514,2101858.75,41566.5391,,493.05,19813509.864
493.2,1367.8268,655.1514,27.3968,2087813.5,41566.5391,,493.2,19959187.401
493.35,1368.5065,658.5597,28.3746,2078037.25,41566.5391,,493.35,20063021.2605
493.5,1365.6689,660.237,28.461,2068451.125,41566.5391,,493.5,20114120.205
493.65,1360.1476,659.1748,28.4365,2063408.125,41566.5391,,493.65,20081760.282
493.8,1356.6207,657.4771,28.3463,2063381.0,41566.5391,,493.8,20030039.851499997
493.95,1361.4238,655.3776,28.3677,2077316.25,41566.5391,,493.95,19966078.584000003
494.1,1370.1832,655.2188,28.3624,2091191.0,41566.5391,,494.1,19961240.742
494.25,1371.1171,658.3311,27.8692,2082715.75,41566.5391,,494.25,20056056.9615
494.4,1365.3263,657.5588,27.5838,2076359.75,41566.5391,,494.4,20032528.842
494.55,1363.5842,654.3891,25.6798,2083757.75,41566.5391,,494.55,19935963.9315
494.7,1369.3904,652.0944,25.2881,2099992.0,41566.5391,,494.7,19866055.895999998
494.85,1375.9827,650.581,25.0925,2115006.0,41880.1602,,494.85,19819950.165
495.0,1376.505,650.4318,24.7179,2116298.5,45811.6523,,495.0,19815404.786999997
495.15,1386.9089,648.4702,24.3638,2138757.0,53719.3438,,495.15,19755644.643
495.3,1414.5018,644.5244,24.2383,2194673.5,53719.3438,,495.3,19635435.846
495.45,1435.6362,636.753,23.8219,2254623.25,53719.3438,,495.45,19398680.145
495.6,1418.6395,627.1276,23.689,2262123.0,53719.3438,,495.6,19105442.334000003
495.75,1409.7001,620.9147,23.2777,2270360.25,53719.3438,,495.75,18916166.335500002
495.9,1370.6558,614.252,23.2777,2231420.0,53719.3438,,495.9,18713187.18
496.05,1366.311,606.884,23.2777,2251361.0,53719.3438,,496.05,18488721.06
496.2,1365.7198,602.1524,23.1287,2268068.5,53719.3438,,496.2,18344572.865999997
496.35,1364.3746,593.0079,23.1225,2300797.25,53719.3438,,496.35,18065985.673499998
496.5,1362.6318,582.0589,20.4144,2341109.5,53719.3438,,496.5,17732424.3885
496.65,1356.0139,564.6318,18.1244,2401749.75,53719.3438,,496.65,17201507.787
496.8,1361.4764,551.7589,16.9902,2467668.5,53719.3438,,496.8,16809334.8885
496.95,1362.2881,554.7319,16.5344,2455779.75,53719.3438,,496.95,16899907.3335
497.1,1362.9935,560.4791,16.1866,2431866.75,53719.3438,,497.1,17074995.7815
497.25,1364.709,564.9944,15.8965,2415453.5,53719.3438,,497.25,17212554.396
497.4,1365.6669,563.7702,16.0924,2422388.5,53719.3438,,497.4,17175259.143000003
497.55,1365.8813,560.6882,16.1403,2436093.0,53719.3438,,497.55,17081366.013
497.7,1365.4199,566.6825,17.5613,2409582.25,53719.3438,,497.7,17263982.3625
497.85,1359.0059,579.4291,18.8677,2345715.5,53719.3438,,497.85,17652307.531499997
498.0,1356.4567,596.7235,19.9801,2273588.25,53719.3438,,498.0,18179181.4275
498.15,1354.0898,605.3447,20.6065,2236935.25,53719.3438,,498.15,18441826.2855
498.3,1355.6005,604.64,21.3198,2242010.25,53719.3438,,498.3,18420357.599999998
498.45,1357.12,601.5952,20.9528,2255883.5,128615.5938,,498.45,18327597.768
498.6,1362.277,607.6485,20.3827,2241967.5,170554.1094,,498.6,18512011.552500002
498.75,1368.7638,618.0771,18.0954,2214663.25,175871.0,,498.75,18829718.8515
498.9,1370.5305,627.9106,17.117,2182796.5,175871.0,,498.9,19129296.429
499.05,1369.1583,629.3974,17.117,2175353.0,175871.0,,499.05,19174591.790999997
499.2,1365.6836,624.437,17.848,2187100.25,175871.0,,499.2,19023473.205000002
499.35,1362.7213,616.3549,18.8469,2211038.75,175871.0,,499.35,18777252.028500002
499.5,1361.9,613.2374,19.3222,2220836.75,175871.0,,499.5,18682277.391
499.65,1364.63,616.7766,19.4032,2212547.25,175871.0,,499.65,18790099.119000003
499.8,1363.575,618.6024,19.285,2204281.75,175871.0,,499.8,18845722.116
499.95,1362.0161,615.5743,18.9427,2212630.75,175871.0,,499.95,18753471.0495
500.1,1365.2881,610.2121,18.7429,2237472.0,175871.0,,500.1,18590111.6265
500.25,1368.7063,606.1161,18.7429,2258173.25,175871.0,,500.25,18465326.9865
500.4,1367.6973,604.5136,19.8976,2262474.5,175871.0,,500.4,18416506.824
500.55,1364.8625,604.1192,20.9918,2259260.25,175871.0,,500.55,18404491.428
500.7,1362.7476,604.128,20.9921,2255727.0,175871.0,,500.7,18404759.52
500.85,1360.3799,604.8876,20.9918,2248985.0,175871.0,,500.85,18427900.734
501.0,1358.6086,606.777,20.7593,2239069.0,175871.0,,501.0,18485461.305
501.15,1357.9567,607.8518,20.136,2234026.75,175871.0,,501.15,18518205.087
501.3,1363.3986,606.2616,19.6976,2248899.25,175871.0,,501.3,18469759.644
501.45,1370.48,603.8018,19.6976,2269754.75,175871.0,,501.45,18394821.836999997
501.6,1367.5822,603.0042,20.3666,2267952.25,181808.375,,501.6,18370522.952999998
501.75,1363.6364,607.8302,21.4274,2243657.75,288874.5625,,501.75,18517547.043
